x y z qx qy qz qw yaw_deg direction
16.914210 43.612936 0.000000 0.000000 0.000000 0.904693 -0.426063 -129.56 forward
16.986716 43.793736 0.000000 0.000000 0.000000 0.904829 -0.425776 -129.60 forward
17.059145 43.974674 0.000000 0.000000 0.000000 0.904825 -0.425784 -129.60 forward
17.121147 44.085120 0.000000 0.000000 0.000000 0.905116 -0.425165 -129.68 forward
17.193936 44.264902 0.000000 0.000000 0.000000 0.905216 -0.424952 -129.70 forward
17.266358 44.444717 0.000000 0.000000 0.000000 0.905170 -0.425049 -129.69 forward
17.339285 44.624728 0.000000 0.000000 0.000000 0.905244 -0.424893 -129.71 forward
17.412264 44.804689 0.000000 0.000000 0.000000 0.905317 -0.424737 -129.73 forward
17.484817 44.984604 0.000000 0.000000 0.000000 0.905272 -0.424832 -129.72 forward
17.557139 45.134013 0.000000 0.000000 0.000000 0.905453 -0.424445 -129.77 forward
17.630359 45.313567 0.000000 0.000000 0.000000 0.905507 -0.424330 -129.78 forward
17.703103 45.493123 0.000000 0.000000 0.000000 0.905443 -0.424468 -129.77 forward
17.776507 45.673140 0.000000 0.000000 0.000000 0.905482 -0.424384 -129.78 forward
