x y z qx qy qz qw yaw_deg direction
5.399132 12.817393 0.000000 0.000000 0.000000 0.394023 0.919101 46.41 forward
5.425335 12.841568 0.000000 0.000000 0.000000 0.380893 0.924619 44.78 forward
5.451825 12.865705 0.000000 0.000000 0.000000 0.377131 0.926160 44.31 forward
5.478805 12.889634 0.000000 0.000000 0.000000 0.372077 0.928202 43.69 forward
5.506205 12.913405 0.000000 0.000000 0.000000 0.367014 0.930216 43.06 forward
5.557255 12.927795 0.000000 0.000000 0.000000 0.358687 0.933458 42.04 forward
5.586070 12.950770 0.000000 0.000000 0.000000 0.353232 0.935536 41.37 forward
5.615322 12.973538 0.000000 0.000000 0.000000 0.347766 0.937581 40.70 forward
5.646125 12.994727 0.000000 0.000000 0.000000 0.337592 0.941293 39.46 forward
5.676470 13.016756 0.000000 0.000000 0.000000 0.324077 0.946031 37.82 forward
5.707288 13.038526 0.000000 0.000000 0.000000 0.317981 0.948097 37.08 forward
5.748392 13.023573 0.000000 0.000000 0.000000 0.307672 0.951492 35.84 forward
5.780261 13.043760 0.000000 0.000000 0.000000 0.301131 0.953583 35.05 forward
5.812626 13.063639 0.000000 0.000000 0.000000 0.294568 0.955631 34.26 forward
5.845629 13.082960 0.000000 0.000000 0.000000 0.288333 0.957530 33.52 forward
5.878876 13.102175 0.000000 0.000000 0.000000 0.281915 0.959439 32.75 forward
5.912554 13.121038 0.000000 0.000000 0.000000 0.275487 0.961305 31.98 forward
5.972894 13.136730 0.000000 0.000000 0.000000 0.248634 0.968598 28.79 forward
6.008020 13.154611 0.000000 0.000000 0.000000 0.242074 0.970258 28.02 forward
6.043546 13.172090 0.000000 0.000000 0.000000 0.235511 0.971872 27.24 forward
6.079437 13.189440 0.000000 0.000000 0.000000 0.230625 0.973043 26.67 forward
6.115792 13.206273 0.000000 0.000000 0.000000 0.224354 0.974508 25.93 forward
6.152546 13.222714 0.000000 0.000000 0.000000 0.218076 0.975932 25.19 forward
6.228277 13.220214 0.000000 0.000000 0.000000 0.216068 0.976378 24.96 forward
6.266372 13.235591 0.000000 0.000000 0.000000 0.196871 0.980429 22.71 forward
6.304826 13.250594 0.000000 0.000000 0.000000 0.191238 0.981544 22.05 forward
6.342784 13.267380 0.000000 0.000000 0.000000 0.192409 0.981315 22.19 forward
6.381825 13.282199 0.000000 0.000000 0.000000 0.187683 0.982230 21.64 forward
6.421184 13.296700 0.000000 0.000000 0.000000 0.182956 0.983121 21.08 forward
6.505398 13.282575 0.000000 0.000000 0.000000 0.183253 0.983066 21.12 forward
6.546040 13.296018 0.000000 0.000000 0.000000 0.179170 0.983818 20.64 forward
6.587007 13.309182 0.000000 0.000000 0.000000 0.152070 0.988370 17.49 forward
6.627745 13.323659 0.000000 0.000000 0.000000 0.151817 0.988409 17.46 forward
6.669304 13.336582 0.000000 0.000000 0.000000 0.148106 0.988971 17.03 forward
6.711105 13.349228 0.000000 0.000000 0.000000 0.144400 0.989519 16.61 forward
6.757689 13.370352 0.000000 0.000000 0.000000 0.146343 0.989234 16.83 forward
6.800176 13.383080 0.000000 0.000000 0.000000 0.143263 0.989685 16.47 forward
6.842929 13.395586 0.000000 0.000000 0.000000 0.140184 0.990126 16.12 forward
6.885188 13.410469 0.000000 0.000000 0.000000 0.148712 0.988881 17.10 forward
6.928393 13.423071 0.000000 0.000000 0.000000 0.146287 0.989242 16.82 forward
6.971927 13.435528 0.000000 0.000000 0.000000 0.143858 0.989598 16.54 forward
7.028552 13.442097 0.000000 0.000000 0.000000 0.143442 0.989659 16.49 forward
7.072801 13.454187 0.000000 0.000000 0.000000 0.141106 0.989994 16.22 forward
7.117323 13.466115 0.000000 0.000000 0.000000 0.138769 0.990325 15.95 forward
7.161814 13.478914 0.000000 0.000000 0.000000 0.138103 0.990418 15.88 forward
7.206877 13.490661 0.000000 0.000000 0.000000 0.133769 0.991013 15.37 forward
7.252214 13.502247 0.000000 0.000000 0.000000 0.131502 0.991316 15.11 forward
7.277454 13.496408 0.000000 0.000000 0.000000 0.134376 0.990930 15.45 forward
7.322767 13.507817 0.000000 0.000000 0.000000 0.132685 0.991158 15.25 forward
7.368326 13.519112 0.000000 0.000000 0.000000 0.130994 0.991383 15.05 forward
7.413537 13.532427 0.000000 0.000000 0.000000 0.133615 0.991033 15.36 forward
7.459556 13.543896 0.000000 0.000000 0.000000 0.132338 0.991205 15.21 forward
7.505791 13.555281 0.000000 0.000000 0.000000 0.125520 0.992091 14.42 forward
7.573762 13.592527 0.000000 0.000000 0.000000 0.125418 0.992104 14.41 forward
7.620997 13.604295 0.000000 0.000000 0.000000 0.124094 0.992270 14.26 forward
7.668511 13.615988 0.000000 0.000000 0.000000 0.122770 0.992435 14.10 forward
7.716239 13.627333 0.000000 0.000000 0.000000 0.119741 0.992805 13.75 forward
7.764283 13.638670 0.000000 0.000000 0.000000 0.118035 0.993009 13.56 forward
7.812590 13.649885 0.000000 0.000000 0.000000 0.124234 0.992253 14.27 forward
7.879923 13.669404 0.000000 0.000000 0.000000 0.118974 0.992897 13.67 forward
7.929250 13.680142 0.000000 0.000000 0.000000 0.116679 0.993170 13.40 forward
7.978887 13.690699 0.000000 0.000000 0.000000 0.114383 0.993437 13.14 forward
8.029160 13.699129 0.000000 0.000000 0.000000 0.107239 0.994233 12.31 forward
8.079419 13.708789 0.000000 0.000000 0.000000 0.104243 0.994552 11.97 forward
8.129997 13.718186 0.000000 0.000000 0.000000 0.103498 0.994630 11.88 forward
8.188763 13.773042 0.000000 0.000000 0.000000 0.098289 0.995158 11.28 forward
8.240224 13.782573 0.000000 0.000000 0.000000 0.094965 0.995481 10.90 forward
8.292014 13.791802 0.000000 0.000000 0.000000 0.091637 0.995792 10.52 forward
8.344052 13.800744 0.000000 0.000000 0.000000 0.089045 0.996028 10.22 forward
8.396466 13.809442 0.000000 0.000000 0.000000 0.085885 0.996305 9.85 forward
8.449101 13.817828 0.000000 0.000000 0.000000 0.097429 0.995242 11.18 forward
